Date	Device Name	Description	Novel	Author	Built?	By Whom?	Product	First Year Made	Additional Details	Bits or Atoms?	Companies Working on This	Link to Doc With Technical Details	Requires Changes to Laws of Physics
	1953	Lens Image	A presentation of the night sky, calculated for any planet or point in space.	Second Foundation	Isaac Asimov	No	N/A	N/A	N/A	Early immersive display idea	Bits			
	1953	Prime Radiant	A projector that puts all of a vast collection of writings on the wall of a special conference room. You could interact with it by writing on the wall; changes were stored.	Second Foundation	Isaac Asimov	No	N/A	N/A	N/A	Early interactive display concept	Bits			
	1953	Claws (Attack Robot)	Autonomous guard robots that attack living tissue.	Second Variety	Philip K. Dick	No	N/A	N/A	N/A	Early military robot concept	Atoms			
	1953	Travel-Rug	A rug that conveyed you around your house.	Roll Out The Rolov!	Christopher Anvil	No	N/A	N/A	N/A	Early mobility aid concept	Atoms			
	1953	Pushpot	An independent rocket motor that can attach itself to an object bound for space.	Space Tug	Murray Leinster	No	N/A	N/A	N/A	Early modular spacecraft concept	Atoms			
	1953	Homeostatic Newspaper	An autonomous news-gathering and publishing entity; abbreviated as homeopape.	If There Were No Benny Cemoli	Philip K. Dick	No	N/A	N/A	N/A	Early newsbot idea	Bits			
	1953	Leady	A radiation-resistant robot.	The Defenders	Philip K. Dick	No	N/A	N/A	N/A	Early radiation hardened robot	Atoms			
	1953	Mechanical Hound	"An eight-legged robotic ""hound"" with hypodermic poison fangs."	Fahrenheit 451	Ray Bradbury	No	N/A	N/A	N/A	Early robot concept	Atoms			
	1953	Synthony	A musical performance by robots.	The Music Master	F.L. Wallace	No	N/A	N/A	N/A	Early robot orchestra	Bits			
	1953	Gravity-Simulator Harness	Device that simulates gravity's effect on muscles to keep in shape while in space.	Space Tug	Murray Leinster	No	N/A	N/A	N/A	Early space exercise concept	Atoms			
	1953	The Shed	Enormous building needed to assemble giant space craft or space stations.	Space Tug	Murray Leinster	No	N/A	N/A	N/A	Early space manufacturing ideas	Atoms			
	1953	Space Wagon	A space vehicle without a cabin, used for short-range towing.	Space Tug	Murray Leinster	No	N/A	N/A	N/A	Early space vehicle ideas	Atoms			
	1953	Spacecraft Ejection Seat	An ejection seat for spacecraft, to be used in the event of problems during launch.	Space Tug	Murray Leinster	No	N/A	N/A	N/A	Early spacecraft safety ideas	Atoms			
	1953	Panoramic Viewer	Permits observation at a distance, as well as the projection of a holographic image.	Childhood's End	Arthur C. Clarke	No	N/A	N/A	N/A	Early surveillance and hologram concepts	Bits			
	1953	Worldcraft Bubble	An incredibly detailed mechanical simulation of a world.	The Trouble With Bubbles	Philip K. Dick	No	N/A	N/A	N/A	Early VR concept	Bits			
	1953	Master Ventriloquism Corporation (MV)	A central source of product advertising, commercials sent out to every product.	Captive Audience	Anne Warren Griffith	No	N/A	N/A	N/A	Fictional ad network	Bits			
	1953	Positronic Motor	A combination of motor and brain; an engine with a cerebellum and a carburetor.	Sally	Isaac Asimov	No	N/A	N/A	N/A	Fictional AI engine	Bits			
	1953	Message Tree	A tree growing out of a huge cliff of crystal provides communication for a world.	A Case of Conscience	James Blish	No	N/A	N/A	N/A	Fictional alien comms	Bits			
	1953	Preserving Machine	A device that would create a unique animal from a piece of classical music.	The Preserving Machine	Philip K. Dick	No	N/A	N/A	N/A	Fictional bioengineering device	Atoms			
	1953	Control Screen	An alien display device.	Childhood's End	Arthur C. Clarke	No	N/A	N/A	N/A	Fictional display tech	Bits			
	1953	Speedtalk	A constructed language that uses a single sound to stand for a word, achieving great improvements in communication speed.	Assignment in Eternity	Robert Heinlein	No	N/A	N/A	N/A	Fictional efficient language	Bits			
	1953	Salamander	Name given to the fire trucks of the future, which carry kerosene rather than water, and are used to burn houses.	Fahrenheit 451	Ray Bradbury	No	N/A	N/A	N/A	Fictional emergency vehicle	Atoms			
	1953	Torchship	A spaceship capable of high acceleration.	Sky Lift	Robert Heinlein	No	N/A	N/A	N/A	Fictional fast ship	Atoms			
	1953	Planoforming	"A form of ""faster than light"" travel allows for interstellar travel."	The Game of Rat and Dragon	Cordwainer Smith	No	N/A	N/A	N/A	Fictional FTL concept	Atoms			
	1953	Stardrive	Propulsion method that quickly brings a ship's speed to nearly that of light.	Childhood's End	Arthur C. Clarke	No	N/A	N/A	N/A	Fictional FTL drive	Atoms			
	1953	Hypertracer	A device that allows a pursuer to follow a spaceship through hyperspace.	Second Foundation	Isaac Asimov	No	N/A	N/A	N/A	Fictional FTL tracking	Bits			
	1953	Galactography	Geography on a galactic scale.	Second Foundation	Isaac Asimov	No	N/A	N/A	N/A	Fictional galactic cartography	Bits			
	1953	Galactic Damping Field	A vast field of force emanating from the center of the galaxy.	Brain Wave	Poul Anderson	No	N/A	N/A	N/A	Fictional galactic phenomenon	Atoms			
	1953	Earplug Decision (Restraint of Advertising)	A Supreme Court judgement that declared that earplugs used to block advertising were unconstitutional.	Captive Audience	Anne Warren Griffith	No	N/A	N/A	N/A	Fictional legal ruling	Bits			
	1953	Pinlight	Thimble-sized photonuclear bomb.	The Game of Rat and Dragon	Cordwainer Smith	No	N/A	N/A	N/A	Fictional micro-bomb	Atoms			
	1953	Short-Wave Surgical Knife	A means of performing an internal cut without breaking the skin.	Boomerang	Eric Frank Russell	No	N/A	N/A	N/A	Fictional non-invasive surgery	Atoms			
	1953	Farming Trantor	Taking apart a vast city, and returning to farming the land.	Second Foundation	Isaac Asimov	No	N/A	N/A	N/A	Fictional post-urbanism	Atoms			
	1953	Buy-Me-Discs	Tiny disks attached to products in stores that received transmitted ads to share with consumers.	Captive Audience	Anne Warren Griffith	No	N/A	N/A	N/A	Fictional retail ad tech	Bits			
	1953	Transcriber	A automated transcriptionist - a machine which perfectly translates human speech into words on paper.	Second Foundation	Isaac Asimov	Yes	Engineers	N/A	1970s	Early speech recognition	Bits			
	1953	Permanent Skywriting	Non-wispy skywriting letters.	Soap Opera	Alan Nelson	No	N/A	N/A	N/A	Fictional skywriting	Bits			
	1953	Sideglance Robe	A dress that is invisible or opaque, depending on how you look at it.	The Trouble With Bubbles	Philip K. Dick	No	N/A	N/A	N/A	Fictional smart materials	Atoms			
	1953	Space Phobia	When astronauts have had enough.	Let 'em Breathe Space!	Lester del Rey	No	N/A	N/A	N/A	Fictional space psychology	Bits			
	1953	Sub-C	Of ships, older models that travel at speeds below that of light.	The Impossible Planet	Philip K. Dick	No	N/A	N/A	N/A	Fictional space travel classes	N/A			
	1953	Sunlight Blocker	A roughly circular field which denies sunlight to an area of a planet.	Childhood's End	Arthur C. Clarke	No	N/A	N/A	N/A	Fictional sunlight blocking	Atoms			
	1953	Mental Static Device	Cloak the minds of individuals with a kind of 'noise'.	Second Foundation	Isaac Asimov	No	N/A	N/A	N/A	Fictional telepathy shielding	Bits			
	1953	Time Scoop	Retrieved objects from other points in time.	Paycheck	Philip K. Dick	No	N/A	N/A	N/A	Fictional time machine	Atoms			
	1953	Big Flue	Enormous incinerators serviced directly by helicopter.	Fahrenheit 451	Ray Bradbury	No	N/A	N/A	N/A	Fictional waste management	Atoms			
	1953	Parlor Wall (TV Parlor)	"The original ""big screen TV"" takes up an entire wall of a room."	Fahrenheit 451	Ray Bradbury	Yes	Engineers	N/A	1960s	Early large screen TVs	Bits			
	1953	Green Bullet	A very compact (for 1950) radio transceiver, worn in the ear like a hearing aid.	Fahrenheit 451	Ray Bradbury	Yes	Engineers	N/A	1950s	Early miniaturized radio	Bits			
	1953	Brains	An electronic brain that is able to do problem solving. This idea seems to be the impetus behind current artificial intelligence that seeks to solve problems, rather than to simulate human intelligenc	The Cosmic Blinker	Eando Binder	Yes	Programmers	N/A	1950s	Early problem-solving AI	Bits			
	1953	Space Flight Simulator	Very early description of a way to practice flying in space while still on Earth.	Space Tug	Murray Leinster	Yes	Engineers	N/A	1950s	Early spaceflight simulators	Bits			
	1953	Visicastor	A person who presents video broadcasts.	Second Foundation	Isaac Asimov	Yes	Media	N/A	1950s	Early TV presenters	Bits			
	1953	Robot Pianist	A robot learns the fine art of playing classical music on the piano.	Virtuoso	Herbert Goldstone	Yes	Engineers	N/A	1982	Early music playing robot	Atoms			
	1954	Reading Plate	A flat screen that provided computer output for viewing.	The Star Beast	Robert Heinlein	Yes	Tech companies	Tablet computers	2010s	Portable touchscreen devices	Atoms			
	1954	Trace Web	A small, handheld device that contacts (and even instantiates) the larger network.	Souvenir	Philip K. Dick	Yes	Tech companies	Smartphones	2000s	Mobile access to the web	Atoms			
	1954	Polarized Window	Rather than curtains, use the window to control the light.	The Houses of Iszm	Jack Vance	Yes	Glass industry	Smart glass	1990s	Electrically switchable glass	Bits			
	1954	Web (Data Network)	An information network.	Souvenir	Philip K. Dick	Yes	Tech companies	World Wide Web	1990s	Global information network	Bits			
	1954	Spaceward Lunar Hemisphere	Another name for the lunar far side.	Dawn of the Demigods	Raymond Z. Gallun	No	N/A	Lunar far side	N/A	Astronomical feature	Atoms			
	1954	Human Quarter	A ghetto for human beings; in this case, in a world of robots.	James P. Crow	Philip K. Dick	No	N/A	Segregated district	N/A	Dystopian concept	Atoms			
	1954	Prethink	The ability to predict the future in a routine perceptual manner.	The Golden Man	Philip K. Dick	No	N/A	Precognition	N/A	Fictional ability	Bits			
	1954	Mechanical Tune-Maker	An electromechanical device that created unique music.	Last of the Masters	Philip K. Dick	No	N/A	Algorithmic music	N/A	Fictional concept	Bits			
	1954	Gravity neutralizing paint	Paint or coating that neutralized the effects of gravity on whatever it was painted on.	Last of the Masters	Philip K. Dick	No	N/A	Anti-gravity coating	N/A	Fictional concept	Atoms			
	1954	Airmakers	Machine to create breathable air from the constituent materials on an alien planet.	The Big Rain	Poul Anderson	No	N/A	Atmosphere generation	N/A	Fictional concept	Atoms			
	1954	Robot Cab Driver	You think you have problems? Robots have the worst problems of anyone.	A Present for Pat	Philip K. Dick	No	N/A	Autonomous taxi	N/A	Fictional concept	Bits			
	1954	Rom (Robot Operated Missiles)	Intercontinental robotic weapons.	Breakfast at Twilight	Philip K. Dick	No	N/A	Autonomous weapons	N/A	Fictional concept	Bits			
	1954	Hypno-Motor Control	A means of controlling the body remotely, cutting off the need for local control (ie, by your mind).	Sales Pitch	Philip K. Dick	No	N/A	Body control	N/A	Fictional concept	Bits			
	1954	Automatic Companion Robot	A robotic replacement for a pet or friend.	The Midas Plague	Frederik Pohl	No	N/A	Companion bot	N/A	Fictional concept	Atoms			
	1954	Synapsis-Coils	Human-like storage for computers.	Last of the Masters	Philip K. Dick	No	N/A	Computer storage	N/A	Fictional concept	Atoms			
	1954	Consumption Robots	Humanoid robots placed in the position of consuming material goods to relieve human beings of the burden.	The Midas Plague	Frederik Pohl	No	N/A	Consumer bots	N/A	Fictional concept	Atoms			
	1954	Maid-Robot	A mechanical automaton does the work of a lady's maid.	The Midas Plague	Frederik Pohl	No	N/A	Domestic robot	N/A	Fictional concept	Atoms			
	1954	Universal Dictionary	A machine that provided references to anything known.	The Star Beast	Robert Heinlein	No	N/A	Encyclopedic knowledge	N/A	Fictional concept	Bits			
	1954	One-Way Passage	A different way to assure permanent egress.	The Houses of Iszm	Jack Vance	No	N/A	Execution method	N/A	Fictional concept	Bits			
	1954	Robot Farmer	A humanoid robot used for agriculture.	The Turning Wheel	Philip K. Dick	No	N/A	Farming robot	N/A	Fictional concept	Atoms			
	1954	Mechanical Bride	A perfect robotic replica of a woman.	The Mechanical Bride	Fritz Leiber	No	N/A	Fembot	N/A	Fictional concept	Atoms			
	1954	Dermal-Mist Spray	Very refreshing for suburbanites.	Prominent Author	Philip K. Dick	No	N/A	Fictional product	N/A	Fictional concept	Atoms			
	1954	Hopper	A vehicle with a single leg and rotors to enhance 'hang time.'	Lucky Starr and the Oceans of Venus	Isaac Asimov	No	N/A	Fictional vehicle	N/A	Fictional concept	Atoms			
	1954	Lash-Tube	Device emits an energy beam.	The Golden Man	Philip K. Dick	No	N/A	Fictional weapon	N/A	Fictional concept	Atoms			
	1954	Tri-Type Record	A printed card that stores information about a person, including a perfect three-dimensional representation.	The Houses of Iszm	Jack Vance	No	N/A	Identification record	N/A	Fictional concept	Bits			
	1954	Relay	A central information system used to coordinate all of human culture and technology.	Souvenir	Philip K. Dick	No	N/A	Information network	N/A	Fictional concept	Bits			
	1954	Commute Ship	Spacecraft used for traversing daily grind between Earth and the planet you work on.	Sales Pitch	Philip K. Dick	No	N/A	Interplanetary transit	N/A	Fictional concept	Atoms			
	1954	Law Clerk Robot	A robotic lawyer.	The Midas Plague	Frederik Pohl	No	N/A	Legal assistance AI	N/A	Fictional concept	Bits			
	1954	Cephaloscope	A device used to detect lying.	The Houses of Iszm	Jack Vance	No	N/A	Lie detector	N/A	Fictional concept	Bits			
	1954	Anti-Gerasone	Cheap immortality comes to your neighborhood convenience store.	Tomorrow and Tomorrow and Tomorrow	Kurt Vonnegut, Jr.	No	N/A	Longevity drug	N/A	Fictional concept	Atoms			
	1954	Finger Jet Bath	The ultimate in luxury tubs.	The Houses of Iszm	Jack Vance	No	N/A	Luxury bathing	N/A	Fictional concept	Atoms			
	1954	Mnemonic Service	Dedicated humans who collected bits of data in hopes of catching key correlations between fields of study.	Sucker Bait	Isaac Asimov	No	N/A	Memory indexing	N/A	Fictional concept	Bits			
	1954	Micro-Android (Micro-Robot)	An extremely tiny robot or nanobot.	Dawn of the Demigods	Raymond Z. Gallun	No	N/A	Microrobot	N/A	Fictional concept	Atoms			
	1954	Control Helmet	Direct control of a robot from the brain.	Dawn of the Demigods	Raymond Z. Gallun	No	N/A	Mind control device	N/A	Fictional concept	Bits			
	1954	Thought Pattern Divination	Attempting to construct the thoughts of a person by imitating their actions.	The Houses of Iszm	Jack Vance	No	N/A	Mind reading	N/A	Fictional concept	Bits			
	1954	Nanomachine Swarm (Black Cloud)	A cloud of tiny machines, able to work together autonomously.	The Invincible	Stanislaw Lem	No	N/A	Nanorobotics	N/A	Fictional concept	Atoms			
	1954	Visual Ad	An advertisement that forces its way directly into the brain of the viewer.	Sales Pitch	Philip K. Dick	No	N/A	Neural advertising	N/A	Fictional concept	Bits			
	1954	House Trees	Living trees grown as houses; large hollow pods serve as living spaces.	The Houses of Iszm	Jack Vance	No	N/A	Organic architecture	N/A	Fictional concept	Atoms			
	1954	Pod-Chair	A living chair, grown by the Iszc to perform its function.	The Houses of Iszm	Jack Vance	No	N/A	Organic furniture	N/A	Fictional concept	Atoms			
	1954	Boat-Tree	A tree, the pods of which can be grown as boats.	The Houses of Iszm	Jack Vance	No	N/A	Organic product	N/A	Fictional concept	Atoms			
	1954	One-Man Car	A small transport vehicle.	The Houses of Iszm	Jack Vance	No	N/A	Personal vehicle	N/A	Fictional concept	Atoms			
	1954	Copter Harness	A single person flying machine.	The Star Beast	Robert Heinlein	No	N/A	Personal VTOL aircraft	N/A	Fictional concept	Atoms			
	1954	Suit-Shield Fabric	A kind of mesh fabric that could absorb energy bolts.	The Golden Man	Philip K. Dick	No	N/A	Protective clothing	N/A	Fictional concept	Atoms			
